X,Y,Z,SPEED,ANGLE_CAM,ANGLE_BEETLE,TIME,ACCELERATION,MAP_ANGLE
162.84622,301.93893,-49.38639,225.0,0.0,0.0,0.924,0.0,0.0
162.911,301.93884,-49.3982,225.0,0.0,0.0,0.956,0.0,0.0
162.97577,301.93875,-49.41001,0.0,0.0,0.0,0.988,0.0,0.0
163.04054,301.93866,-49.42182,3.0,0.0,0.0,1.02,0.0,0.0
163.10533,301.93857,-49.43363,3.0,0.0,0.0,1.052,0.0,0.0
163.1701,301.9385,-49.445442,3.0,0.0,0.0,1.083,0.0,0.0
163.23488,301.9384,-49.457253,3.0,0.0,0.0,1.115,0.0,0.0
163.23488,301.9384,-49.457253,3.0,0.0,0.0,1.146,0.0,0.0
163.29965,301.93832,-49.469063,3.0,0.0,0.0,1.178,0.0,0.0
163.36444,301.93823,-49.480873,3.0,0.0,0.0,1.21,0.0,0.0
163.36444,301.93823,-49.480873,3.0,0.0,0.0,1.242,0.0,0.0
163.42926,301.93814,-49.492405,3.0,0.0,0.0,1.274,0.0,0.0
163.49411,301.93805,-49.50387,3.0,0.0,0.0,1.305,0.0,0.0
163.55894,301.938,-49.51533,3.0,0.0,0.0,1.337,0.0,0.0
163.6238,301.93787,-49.526775,3.0,0.0,0.0,1.369,0.0,0.0
163.68864,301.9378,-49.538216,3.0,0.0,0.0,1.401,0.0,0.0
163.68864,301.9378,-49.538216,3.0,0.0,0.0,1.432,0.0,0.0
163.75357,301.9377,-49.549168,3.0,0.0,0.0,1.463,0.0,0.0
163.81857,301.93762,-49.559685,3.0,0.0,0.0,1.495,0.0,0.0
163.8836,301.93753,-49.570034,3.0,0.0,0.0,1.526,0.0,0.0
163.8836,301.93753,-49.570034,3.0,0.0,0.0,1.558,0.0,0.0
163.94864,301.93747,-49.580315,3.0,0.0,0.0,1.59,0.0,0.0
164.01367,301.93738,-49.590595,3.0,0.0,0.0,1.621,0.0,0.0
164.07872,301.9373,-49.60079,3.0,0.0,0.0,1.653,0.0,0.0
164.1438,301.9372,-49.610813,3.0,0.0,0.0,1.685,0.0,0.0
164.20891,301.9371,-49.620743,3.0,0.0,0.0,1.716,0.0,0.0
164.20891,301.9371,-49.620743,3.0,0.0,0.0,1.748,0.0,0.0
164.27402,301.93704,-49.630554,3.0,0.0,0.0,1.779,0.0,0.0
164.33917,301.93695,-49.640038,3.0,0.0,0.0,1.811,0.0,0.0
164.40439,301.93686,-49.64915,3.0,0.0,0.0,1.843,0.0,0.0
164.40439,301.93686,-49.64915,3.0,0.0,0.0,1.875,0.0,0.0
164.46965,301.9368,-49.657867,3.0,0.0,0.0,1.907,0.0,0.0
164.53494,301.93668,-49.666454,3.0,0.0,0.0,1.938,0.0,0.0
164.60025,301.9366,-49.674797,3.0,0.0,0.0,1.97,0.0,0.0
164.66559,301.93652,-49.683002,3.0,0.0,0.0,2.001,0.0,0.0
164.66559,301.93652,-49.683002,3.0,0.0,0.0,2.033,0.0,0.0
164.73096,301.93643,-49.690853,3.0,0.0,0.0,2.064,0.0,0.0
164.79636,301.93637,-49.6985,3.0,0.0,0.0,2.096,0.0,0.0
164.86176,301.93628,-49.706066,3.0,0.0,0.0,2.128,0.0,0.0
164.86176,301.93628,-49.706066,3.0,0.0,0.0,2.159,0.0,0.0
164.92717,301.9362,-49.71363,3.0,0.0,0.0,2.19,0.0,0.0
164.9926,301.93613,-49.721107,3.0,0.0,0.0,2.223,0.0,0.0
165.05804,301.936,-49.72833,3.0,0.0,0.0,2.255,0.0,0.0
165.12352,301.93594,-49.73538,3.0,0.0,0.0,2.286,0.0,0.0
165.14453,301.9359,-49.737648,3.0,0.0,0.0,2.318,0.0,0.0
165.14453,301.9359,-49.737648,1.0,0.0,0.0,2.35,0.0,0.0
165.14455,301.9489,-49.73766,0.0,0.0,0.0,2.381,0.0,0.0
165.14456,301.9619,-49.73767,0.0,0.0,0.0,2.413,0.0,0.0
165.14456,301.9619,-49.73767,0.0,0.0,0.0,2.445,0.0,0.0
165.14458,301.96973,-49.73768,0.0,0.0,0.0,2.476,0.0,0.0
165.14458,301.97232,-49.737682,0.0,0.0,0.0,2.508,0.0,0.0
