X,Y,Z,SPEED,ANGLE_CAM,ANGLE_BEETLE,TIME,ACCELERATION,MAP_ANGLE
190.36336,301.99377,-65.08056,266.0,0.0,0.0,0.82,0.0,0.0
190.36336,301.99377,-65.08056,266.0,0.0,0.0,0.854,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,0.886,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,0.92,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,0.953,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,0.986,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.019,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.051,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.102,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.134,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.166,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.2,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.233,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.265,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.298,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.33,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.362,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.395,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.427,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.459,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.492,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.523,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.555,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.588,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,1.62,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.41,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.443,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.475,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.507,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.538,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.571,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.603,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.636,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.669,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.701,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.734,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.766,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.798,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.83,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.862,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.893,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.926,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.957,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,2.989,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,3.021,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,3.053,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,3.868,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,3.902,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,3.937,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,3.973,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,4.008,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,4.043,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,4.078,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,4.112,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,4.146,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,4.18,0.0,0.0
190.36336,301.99377,-65.08056,0.0,0.0,0.0,4.215,0.0,0.0
