X,Y,Z,SPEED,ANGLE_CAM,ANGLE_BEETLE,TIME,ACCELERATION,MAP_ANGLE
160.3142,301.98514,-50.28063,224.0,0.0,0.0,925.0,0.0,0.0
160.3142,301.98514,-50.28063,224.0,0.0,0.0,960.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,992.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1024.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1056.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1088.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1120.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1154.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1186.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1218.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1250.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1282.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1314.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1347.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1379.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1410.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1443.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1475.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1508.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1540.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1572.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1604.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1636.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1668.0,0.0,0.0
160.3142,301.98514,-50.28063,0.0,0.0,0.0,1701.0,0.0,0.0
