X,Y,Z,SPEED,ANGLE_CAM,ANGLE_BEETLE,TIME,ACCELERATION,MAP_ANGLE
154.42174,301.9668,-72.061066,191.0,0.0,0.0,1.088,0.0,0.0
154.42174,301.9668,-72.061066,191.0,0.0,0.0,1.121,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.153,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.184,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.216,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.248,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.28,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.312,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.344,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.378,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.411,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.444,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.477,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.51,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.542,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.574,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.606,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.638,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.671,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.704,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.768,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.8,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.832,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.865,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.897,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.93,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.962,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,1.994,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,2.027,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,2.059,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,2.09,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,2.946,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,2.978,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.01,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.042,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.074,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.105,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.137,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.169,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.2,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.232,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.265,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.296,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.329,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.361,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.394,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,3.427,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,4.226,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,4.26,0.0,0.0
154.42174,301.9668,-72.061066,0.0,0.0,0.0,4.295,0.0,0.0
154.41072,301.93042,-72.05567,0.0,0.0,0.0,4.329,0.0,0.0
154.41072,301.93042,-72.05567,2.0,0.0,0.0,4.363,0.0,0.0
154.38786,301.93042,-72.04692,1.0,0.0,0.0,4.396,0.0,0.0
154.35374,301.93042,-72.03328,2.0,0.0,0.0,4.431,0.0,0.0
154.3081,301.93042,-72.01542,2.0,0.0,0.0,4.466,0.0,0.0
154.25102,301.93042,-71.993164,3.0,0.0,0.0,4.501,0.0,0.0
154.18251,301.93042,-71.96645,3.0,0.0,0.0,4.535,0.0,0.0
154.18251,301.93042,-71.96645,3.0,0.0,0.0,4.569,0.0,0.0
154.1404,301.93042,-71.950035,2.0,0.0,0.0,4.603,0.0,0.0
154.12471,301.93042,-71.943924,0.0,0.0,0.0,4.639,0.0,0.0
154.12471,301.94342,-71.943924,0.0,0.0,0.0,4.674,0.0,0.0
154.12471,301.95642,-71.943924,0.0,0.0,0.0,4.708,0.0,0.0
154.12471,301.9642,-71.943924,0.0,0.0,0.0,4.743,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,4.778,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,4.812,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,4.846,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,4.88,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,4.914,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,4.948,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,4.983,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.018,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.052,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.086,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.12,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.157,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.19,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.224,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.257,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.292,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.327,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.361,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.396,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.429,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.463,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.498,0.0,0.0
154.12471,301.9668,-71.943924,0.0,0.0,0.0,5.533,0.0,0.0
