X,Y,Z,SPEED,ANGLE_CAM,ANGLE_BEETLE,TIME,ACCELERATION,MAP_ANGLE
161.48935,301.98242,-51.12032,231.0,0.0,0.0,898.0,0.0,0.0
161.48935,301.98242,-51.12032,231.0,0.0,0.0,931.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,964.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,996.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1027.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1059.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1091.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1124.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1156.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1188.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1220.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1253.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1285.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1318.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1350.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1382.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1414.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1447.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1520.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1552.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1585.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1617.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1649.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1681.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1713.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1745.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1777.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1810.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1842.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1875.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1907.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1940.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,1972.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2004.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2037.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2068.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2101.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2134.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2166.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2198.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2230.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2263.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2294.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2326.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2358.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2391.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2423.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2455.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2487.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2519.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2551.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2583.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2615.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2647.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2679.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2711.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2743.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2775.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2807.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2839.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2873.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2905.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2937.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,2969.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3001.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3034.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3066.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3098.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3130.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3163.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3909.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3941.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,3974.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,4006.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,4038.0,0.0,0.0
161.48935,301.98242,-51.12032,0.0,0.0,0.0,4070.0,0.0,0.0
